long,lat,year,Tmax_Summer,T_Annual,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.0376,37.60202,2023,37.428773584905656,12.717543732291666,5.0,0.0,65.0,7.0,8.0,10.0,0.0,3.5272751875,39.443,89.0,0.16288257566178574,7.500849056603774,8.614716981132075,8.619479166666666,2.0077490288679245,24.175070943396225,-13.06225,0.10372725425,0.06918415450000001,0.053378416500000005,0.079352617
-110.0376,37.60202,2024,38.329743589743586,12.745827674603175,5.0,0.0,65.0,7.0,8.0,10.0,0.0,2.8695578250000002,42.235,88.0,0.12515178903125,7.784358974358974,6.442948717948718,7.32079365079365,1.66308045,24.751620641025642,-12.75525,0.103955098,0.070882214,0.051783212749999995,0.078416894
-110.0376,37.6044,2021,37.161442307692305,11.458158671368421,15.0,0.0,65.0,11.0,7.0,14.0,0.0,3.4796290425,40.314,89.0,0.11637056241685,8.706346153846154,5.796826923076923,8.135894736842104,0.7192094121153847,24.188841057692308,-14.8935,0.10210388275,0.072242795,0.04315607875,0.066474913
-110.0376,37.6044,2022,38.055125,11.859722407017543,15.0,0.0,65.0,11.0,7.0,14.0,0.0,3.2370811,40.715,89.0,0.109956610885,7.037375,7.177124999999999,8.405438596491228,1.23075069,24.306596125,-12.962,0.09208708374999999,0.06609085475000001,0.04293841325,0.0619320435
-110.0376,37.6044,2023,37.64175,12.716322343333333,15.0,0.0,65.0,11.0,7.0,14.0,0.0,3.6949137899999998,39.443,89.0,0.20800585852905,7.477250000000001,7.5205,7.418939393939395,1.41351109375,24.345681625,-13.06225,0.092904455,0.06698251425,0.04504209175,0.07037583124999999
-110.0376,37.6044,2024,38.00329896907217,14.350766910588236,15.0,0.0,65.0,11.0,7.0,14.0,0.0,2.98388895,42.235,88.0,0.1657012511715,6.278969072164948,5.93701030927835,6.090588235294118,1.9179200670103094,24.6260706185567,-12.75525,0.09857773475,0.06908287775000001,0.044031507250000004,0.06795334775
-110.0365,37.60096,2021,37.31761194029851,13.733477109433961,6.0,0.0,59.0,10.0,11.0,14.0,0.0,3.3212319975,40.314,89.0,0.11795062717535876,8.194925373134328,7.371194029850746,7.663584905660378,0.7901425782089553,23.81852134328358,-14.8935,0.10931161325000001,0.0753615765,0.047247436500000004,0.07360432424999999
-110.0365,37.60096,2022,38.05986111111111,13.29686331016949,6.0,0.0,59.0,10.0,11.0,14.0,0.0,3.091547725,40.715,89.0,0.1062781242125,6.517083333333334,6.467777777777778,6.985254237288135,1.1641913527777779,24.561031944444444,-12.962,0.09953048525,0.069901568,0.046825358500000004,0.06824994825
-110.0365,37.60096,2023,37.64409090909091,11.57955622025641,6.0,0.0,59.0,10.0,11.0,14.0,0.0,3.52491958,39.443,89.0,0.19948964296957625,7.336818181818182,7.563181818181818,7.706153846153847,1.618982916590909,24.283249886363638,-13.06225,0.10082199075,0.07116576775,0.04937488975,0.07702845425
-110.0365,37.60096,2024,38.442596153846154,12.405743747252748,6.0,0.0,59.0,10.0,11.0,14.0,0.0,2.8651777249999997,42.235,88.0,0.15200222114325,6.353653846153846,6.197884615384615,7.327692307692308,2.090978431730769,24.64437105769231,-12.75525,0.10499239950000001,0.07288113425000001,0.0479320445,0.07538988525
-110.0365,37.60334,2021,36.9,12.469180947272728,0.0,0.0,80.0,9.0,6.0,6.0,0.0,3.3827392125,40.314,89.0,0.10051940960875749,8.856363636363637,6.895340909090908,6.857402597402597,0.47840530954545457,23.79166170454545,-14.8935,0.11308100324999999,0.07521083349999999,0.04553282775,0.07659492875
-110.0365,37.60334,2022,38.24271428571429,12.596868599999999,0.0,0.0,80.0,9.0,6.0,6.0,0.0,3.1413319,40.715,89.0,0.0919382336,6.789428571428571,6.213571428571428,7.469666666666667,1.702751637142857,24.591616571428574,-12.962,0.10571837925000001,0.07221422325,0.045040149,0.070671508
-110.0365,37.60334,2023,37.63135802469136,13.2207937,0.0,0.0,80.0,9.0,6.0,6.0,0.0,3.5960175725,39.443,89.0,0.1554612267385225,6.874444444444445,8.685185185185185,7.153676470588235,1.2851591081481482,24.29521925925926,-13.06225,0.10920611524999999,0.07351713925,0.04747023975,0.0780951565
-110.0365,37.60334,2024,38.36064102564103,12.740136209375,0.0,0.0,80.0,9.0,6.0,6.0,0.0,2.9238743499999997,42.235,88.0,0.12061212324574999,5.993846153846154,6.8071794871794875,6.95921875,2.158289673076923,24.67350064102564,-12.75525,0.10864781050000001,0.07378206725,0.045899804,0.07711135999999999
-110.0355,37.59489,2021,37.58468085106383,12.455219362025316,0.0,0.0,85.0,3.0,5.0,5.0,0.0,3.278034495,40.314,89.0,0.11423307818072474,8.49255319148936,7.5161702127659575,8.567088607594936,0.9315271908510638,23.92602244680851,-14.8935,0.1077033095,0.072555891,0.039126327249999995,0.070419737
-110.0355,37.59489,2022,38.36805194805195,13.273678914516129,0.0,0.0,85.0,3.0,5.0,5.0,0.0,3.040545925,40.715,89.0,0.10268645171249999,5.49012987012987,6.617922077922078,5.7454838709677425,1.8164351207792206,24.759086363636364,-12.962,0.10109052999999998,0.06911347799999999,0.03870460875,0.06464136275
-110.0355,37.59489,2023,37.71695652173913,11.713001226829268,0.0,0.0,85.0,3.0,5.0,5.0,0.0,3.4764189225,39.443,89.0,0.19089999508167427,6.964891304347826,8.146521739130435,8.39719512195122,1.4248544043478262,24.32551945652174,-13.06225,0.10177425799999999,0.07097835300000001,0.041123998499999995,0.07351322099999999
-110.0355,37.59489,2024,38.32827160493827,10.2793390984375,0.0,0.0,85.0,3.0,5.0,5.0,0.0,2.8298564500000003,42.235,88.0,0.147582344654,6.372962962962964,6.600123456790124,8.19015625,1.829135190123457,24.621224320987654,-12.75525,0.10494568275,0.0711899025,0.03977885075,0.07195592325
-110.0348,37.59067,2021,37.89791044776119,12.859736464150943,0.0,0.0,47.0,10.0,19.0,19.0,0.0,3.3399959699999995,40.314,89.0,0.12602188099522,7.699253731343284,6.9037313432835825,8.580754716981131,0.9863888811940299,24.06670552238806,-14.8935,0.12947380049999999,0.10133655450000001,0.0493199775,0.0819614115
-110.0348,37.59067,2022,37.96256880733945,12.667868806,0.0,0.0,47.0,10.0,19.0,19.0,0.0,3.109144225,40.715,89.0,0.127670010285,6.008532110091743,7.13091743119266,7.0756,1.7250953651376146,24.45900247706422,-12.962,0.1215068985,0.09693036125,0.04925763925,0.07578513125
-110.0348,37.59067,2023,37.952289156626506,11.340296980625,0.0,0.0,47.0,10.0,19.0,19.0,0.0,3.5424030525,39.443,89.0,0.24325709372616,6.8260240963855425,7.533734939759036,6.9446875,1.3130040096385542,24.352042891566263,-13.06225,0.11867329374999999,0.09961284425,0.051347180000000006,0.08686397850000001
-110.0348,37.59067,2024,38.19037974683544,12.88463986,0.0,0.0,47.0,10.0,19.0,19.0,0.0,2.881908375,42.235,88.0,0.1962391465005,6.417215189873417,5.934556962025316,7.270769230769231,1.7155787379746836,24.648428734177216,-12.75525,0.12801328325,0.09964692550000001,0.050363922250000005,0.0845331825
-110.0345,37.60123,2021,36.76597014925373,11.433281218867924,8.0,0.0,56.0,10.0,9.0,15.0,0.0,3.3350882675,40.314,89.0,0.10716170597968584,7.457014925373135,7.642985074626866,7.787735849056604,0.5160655665671642,23.611716119402985,-14.8935,0.1230924485,0.08028483374999999,0.054224841,0.085093457
-110.0345,37.60123,2022,37.67307692307692,11.98528060289855,8.0,0.0,56.0,10.0,9.0,15.0,0.0,3.099726025,40.715,89.0,0.0940542149425,5.892820512820513,6.482692307692307,6.996231884057972,1.3652905846153847,24.32371564102564,-12.962,0.11492108575,0.07615493549999999,0.05362413125,0.07903863475
-110.0345,37.60123,2023,37.687444444444445,13.051251724155843,8.0,0.0,56.0,10.0,9.0,15.0,0.0,3.532207305,39.443,89.0,0.16788734183630755,6.799444444444445,8.982222222222221,7.435714285714285,0.7424733877777778,24.415506444444443,-13.06225,0.11793020425,0.07771754,0.056341994250000006,0.08711396075
-110.0345,37.60123,2024,38.15935897435897,11.717247235294119,8.0,0.0,56.0,10.0,9.0,15.0,0.0,2.871155575,42.235,88.0,0.12941227581800002,6.621025641025642,6.776538461538462,7.784411764705883,1.5352381666666666,24.486175512820516,-12.75525,0.1184455735,0.0790649555,0.054732549750000005,0.08610671049999999
-110.0341,37.6044,2021,37.156777777777776,11.671472292405063,15.0,0.0,58.0,9.0,10.0,15.0,0.0,3.4424689775,40.314,89.0,0.10574382199217935,7.812333333333333,7.721666666666668,8.074177215189874,1.0634944393333334,23.85563466666667,-14.8935,0.116764709,0.07508210475,0.052606852999999995,0.08044151225
-110.0341,37.6044,2022,38.32989247311828,13.134300037974684,15.0,0.0,58.0,9.0,10.0,15.0,0.0,3.1992305500000002,40.715,89.0,0.09241826818849999,5.260430107526882,5.770107526881721,6.075443037974683,1.7085364698924732,24.677526344086022,-12.962,0.10793401700000001,0.070855691,0.05200719375,0.07511388775
-110.0341,37.6044,2023,37.83784090909091,11.861127274805195,15.0,0.0,58.0,9.0,10.0,15.0,0.0,3.6480451025000002,39.443,89.0,0.16279675346678807,7.206363636363636,7.283863636363637,7.772987012987013,1.2969110568181819,24.342327613636368,-13.06225,0.11171919649999999,0.07212461125,0.054587794,0.08278944375
-110.0341,37.6044,2024,38.66068965517242,12.388802879069766,15.0,0.0,58.0,9.0,10.0,15.0,0.0,2.9521082499999998,42.235,88.0,0.1269366973605,6.858965517241379,5.583448275862069,6.782790697674419,1.9444515344827586,24.804370862068968,-12.75525,0.1122050185,0.07383489725,0.05309952799999999,0.08184387425
-110.0338,37.58882,2021,37.016185567010304,12.75324730117647,21.0,0.0,49.0,11.0,9.0,20.0,92.0,3.4439949249999997,40.314,89.0,0.10988085993670713,8.112371134020618,7.904329896907217,8.17235294117647,0.7523339220618557,23.79419463917526,-14.8935,0.1326719615,0.08453046875,0.05668142375,0.08985853275
-110.0338,37.58882,2022,38.16129032258065,12.857304584444446,21.0,0.0,49.0,11.0,9.0,20.0,89.0,3.201306775,40.715,89.0,0.09623765614749999,6.563870967741935,5.607258064516128,5.935555555555556,1.4486685193548388,24.343432096774194,-12.962,0.12624854224999998,0.08128667175,0.056066409750000004,0.08347602800000001
-110.0338,37.58882,2023,37.83342857142858,12.67777505483871,21.0,0.0,49.0,11.0,9.0,20.0,92.0,3.6494036225000004,39.443,89.0,0.17032536400937137,7.238714285714285,8.557571428571428,8.053709677419354,1.5704222051428571,24.30648557142857,-13.06225,0.12777786149999998,0.08236924025,0.058784568999999995,0.09246760899999999
-110.0338,37.58882,2024,38.436404494382025,11.84497138,21.0,0.0,49.0,11.0,9.0,20.0,90.0,2.95020055,42.235,88.0,0.133282280459,7.079438202247192,6.626966292134831,8.538666666666666,1.5770416528089888,24.864529550561798,-12.75525,0.12910624850000002,0.08378094999999999,0.05724779325,0.091353175
-110.0338,37.59991,2021,36.844157303370785,10.876932760714286,6.0,0.0,73.0,11.0,8.0,10.0,0.0,3.3528009125,40.314,89.0,0.10061964793283065,8.131460674157303,7.140674157303371,8.283214285714285,0.7171872791011236,23.763301011235956,-14.8935,0.09171658675,0.059790001999999995,0.042507315000000004,0.0648803375
-110.0338,37.59991,2022,38.369882352941175,12.95348098,6.0,0.0,73.0,11.0,8.0,10.0,0.0,3.114731375,40.715,89.0,0.0880837034975,5.981058823529412,6.446823529411765,6.241285714285714,1.5258117729411764,24.486585176470587,-12.962,0.08213545325,0.05732608225,0.041916748999999996,0.060682043500000005
-110.0338,37.59991,2023,37.6776404494382,11.312522275324675,6.0,0.0,73.0,11.0,8.0,10.0,0.0,3.5652482049999996,39.443,89.0,0.15353041226399194,6.7288764044943825,7.100674157303371,8.173766233766234,1.3243171388764046,24.397911235955057,-13.06225,0.086688872,0.05717883775,0.0443674265,0.06645509499999999
-110.0338,37.59991,2024,39.56823529411764,13.222438839215686,6.0,0.0,73.0,11.0,8.0,10.0,0.0,2.889680975,42.235,88.0,0.11815418098799998,6.947058823529411,5.426911764705882,6.759803921568627,1.7538720397058825,25.24050029411765,-12.75525,0.08656963549999999,0.058267231249999996,0.042870908,0.0656780235
-110.0334,37.60492,2021,36.83063829787234,12.810712497922077,0.0,0.0,68.0,9.0,6.0,11.0,0.0,3.3334071375,40.314,89.0,0.10250892338319015,9.024468085106383,7.525,8.527662337662338,0.27312585787234045,23.757138617021276,-14.8935,0.12420270124999999,0.0837529245,0.052992783499999994,0.086127019
-110.0334,37.60492,2022,38.25089887640449,11.139186626666666,0.0,0.0,68.0,9.0,6.0,11.0,0.0,3.09008765,40.715,89.0,0.09102472476875,6.39876404494382,6.396179775280899,6.780266666666666,1.3234737876404494,24.426873932584268,-12.962,0.11682395549999999,0.08060225025,0.05240217874999999,0.07995508525
-110.0334,37.60492,2023,38.01720930232558,12.194889318309858,0.0,0.0,68.0,9.0,6.0,11.0,0.0,3.5322730049999995,39.443,89.0,0.16248727581682046,7.688023255813953,9.133837209302326,8.581690140845069,1.5555671297674416,24.238841627906975,-13.06225,0.11986903725,0.0819575675,0.055095739750000004,0.087861423
-110.0334,37.60492,2024,38.16964705882353,13.371517583783785,0.0,0.0,68.0,9.0,6.0,11.0,0.0,2.880245575,42.235,88.0,0.12461150065224999,6.995529411764706,5.2644705882352945,6.4652702702702705,1.532551382352941,24.988598000000003,-12.75525,0.11992961175000001,0.0824049555,0.05343467375000001,0.08687224125000001
-110.0331,37.60915,2021,37.42125,12.985473463291138,14.0,0.0,49.0,11.0,11.0,19.0,92.0,3.3926386725,40.314,89.0,0.10844962401015326,9.346590909090908,7.209090909090909,7.900253164556962,0.797080133409091,23.70354,-14.8935,0.126580093,0.083325075,0.05792572025,0.08798743025
-110.0331,37.60915,2022,37.743181818181824,12.86867347377049,14.0,0.0,49.0,11.0,11.0,19.0,90.0,3.1536557000000003,40.715,89.0,0.09504568604,5.868484848484848,7.847424242424242,6.952295081967213,1.3729351863636363,24.268175151515152,-12.962,0.11780724275000001,0.0788638595,0.05731964425,0.0821793735
-110.0331,37.60915,2023,37.709016393442624,10.808627990222222,14.0,0.0,49.0,11.0,11.0,19.0,92.0,3.5933850625,39.443,89.0,0.16952841961870974,7.467213114754099,7.605081967213115,7.488222222222223,1.3151648678688526,24.286288032786885,-13.06225,0.120924751,0.0804320865,0.060048445500000006,0.090601916
-110.0331,37.60915,2024,38.10103448275862,12.40421837631579,14.0,0.0,49.0,11.0,11.0,19.0,90.0,2.913660625,42.235,88.0,0.131358929427,6.360114942528736,5.698390804597701,6.749605263157895,1.5732367689655173,24.86206850574713,-12.75525,0.12196324025000001,0.081979721,0.058462512749999994,0.08939970750000001
-110.0328,37.60334,2021,37.110243902439024,12.58698207880597,0.0,0.0,93.0,1.0,3.0,2.0,0.0,3.2776994924999996,40.314,89.0,0.10200559767812276,7.448048780487805,7.118414634146342,7.182686567164179,0.8889484946341464,23.922306829268294,-14.8935,0.11077905075000001,0.073674374,0.04609031675,0.07711861025
-110.0328,37.60334,2022,38.575436893203886,13.035841370967741,0.0,0.0,93.0,1.0,3.0,2.0,0.0,3.0358765500000002,40.715,89.0,0.0900676825,6.029805825242719,6.165825242718447,6.897204301075269,1.4833938194174756,24.623795339805824,-12.962,0.1030129075,0.07023842275,0.045498422999999996,0.071198688
-110.0328,37.60334,2023,37.76416666666667,10.748199989310345,0.0,0.0,93.0,1.0,3.0,2.0,0.0,3.4672158924999996,39.443,89.0,0.15967154105886824,6.42,8.12736111111111,8.705172413793104,1.375790855,24.31996722222222,-13.06225,0.106178628,0.07159913825,0.048108251000000005,0.078533321
-110.0328,37.60334,2024,38.15906666666667,12.922705514754098,0.0,0.0,93.0,1.0,3.0,2.0,0.0,2.83067715,42.235,88.0,0.1228736589635,7.183466666666667,6.288666666666666,7.085245901639344,1.8932051440000002,24.7028024,-12.75525,0.10623372025,0.07213081225,0.04651923775,0.07753523675
-110.0321,37.60862,2021,36.98085714285714,11.965635182000002,0.0,0.0,64.0,8.0,10.0,10.0,0.0,3.38445251,40.314,89.0,0.117153142528311,7.618714285714285,6.915571428571428,7.0696,0.7396412905714286,23.808336285714287,-14.8935,0.12702623875,0.096157592,0.053048927499999995,0.08323378975
-110.0321,37.60862,2022,38.09193548387097,14.080631782278482,0.0,0.0,64.0,8.0,10.0,10.0,0.0,3.149753725,40.715,89.0,0.11271378700250001,6.586989247311828,6.645483870967742,7.362658227848101,1.143440259139785,24.420113118279573,-12.962,0.11680605725,0.08985171924999999,0.052840270499999994,0.077159313
-110.0321,37.60862,2023,37.755394736842106,12.066605903125,0.0,0.0,64.0,8.0,10.0,10.0,0.0,3.5967793049999996,39.443,89.0,0.21843059860443298,7.129473684210526,7.424473684210526,8.41796875,1.4993844784210526,24.39309513157895,-13.06225,0.1157745345,0.09203016225,0.05515920975000001,0.087660131
-110.0321,37.60862,2024,38.53765625,12.593664193162393,0.0,0.0,64.0,8.0,10.0,10.0,0.0,2.928270675,42.235,88.0,0.17381124219674998,6.1403125,5.043046875,6.333931623931624,1.79373927109375,24.70475828125,-12.75525,0.12343365475000001,0.0932648125,0.054013554750000005,0.08507514025
-110.0314,37.58935,2021,37.00545454545455,12.2144269703125,12.0,0.0,34.0,14.0,19.0,26.0,0.0,3.31235105,40.314,89.0,0.12197253924721149,7.782857142857143,6.957272727272728,7.65515625,0.23720129792207792,23.91327194805195,-14.8935,0.1224648335,0.0821386215,0.047249754,0.07990546
-110.0314,37.58935,2022,38.56875,12.092840828846153,12.0,0.0,34.0,14.0,19.0,26.0,0.0,3.080090225,40.715,89.0,0.1102002818425,5.69203125,5.9884375,5.256538461538461,1.6092517984374999,24.6461159375,-12.962,0.11622202725,0.07846398574999999,0.04683563575,0.0735713325
-110.0314,37.58935,2023,37.8068932038835,11.54559605483871,12.0,0.0,34.0,14.0,19.0,26.0,0.0,3.5084116450000002,39.443,89.0,0.20800556983663449,7.489611650485437,8.71116504854369,8.594516129032257,1.667572311262136,24.183253883495144,-13.06225,0.11546940750000001,0.080156853,0.04947356175,0.0834908355
-110.0314,37.58935,2024,38.1360465116279,12.511710370422536,12.0,0.0,34.0,14.0,19.0,26.0,0.0,2.847596775,42.235,88.0,0.159513630153,6.733837209302326,7.3241860465116275,7.770140845070423,2.216452231395349,24.6918538372093,-12.75525,0.119865691,0.08082202775,0.0480224185,0.08186201574999999
-110.03,37.59938,2021,37.038604651162785,11.018889353239437,0.0,6.0,28.0,16.0,22.0,46.0,0.0,3.4094177199999995,40.314,89.0,0.313700511,7.050697674418605,7.067558139534884,6.010704225352113,0.7784560472093024,23.796034651162792,-14.8935,0.0783279455,0.07709738025,0.0372951825,0.049832761749999996
